clue_fraction,target,coinc_acc,coinc_sens,coinc_spec,unk_acc_initial_guess,unk_acc_dynamics_coinc,unk_acc_numpy_conflict_mask,exact_initial,exact_dynamics,exact_numpy
0.19,48,0.8290123456790124,0.4444444444444444,0.8717421124828533,0.22727272727272727,0.07575757575757576,0.09090909090909091,0,0,0
0.21,178,0.7675925925925926,0.24074074074074073,0.8261316872427984,0.09375,0.09375,0.171875,0,0,0
0.21,101,0.796604938271605,0.404320987654321,0.8401920438957476,0.203125,0.078125,0.921875,0,0,0
0.21,117,0.7237654320987654,0.2808641975308642,0.7729766803840878,0.109375,0.09375,0.078125,0,0,0
0.21,76,0.766358024691358,0.21604938271604937,0.8275034293552812,0.09375,0.09375,0.09375,0,0,0
0.21,115,0.8277777777777777,0.4351851851851852,0.8713991769547325,0.234375,0.34375,0.140625,0,0,0
0.21,136,0.8135802469135802,0.19135802469135801,0.8827160493827161,0.203125,0.125,0.125,0,0,0
0.21,125,0.7503086419753087,0.2623456790123457,0.8045267489711934,0.140625,0.109375,0.0625,0,0,0
0.21,54,0.8138888888888889,0.3425925925925926,0.8662551440329218,0.15625,0.109375,0.171875,0,0,0
0.21,166,0.970679012345679,0.8950617283950617,0.9790809327846365,0.734375,1.0,1.0,0,1,1
0.21,155,0.7737654320987655,0.24691358024691357,0.8323045267489712,0.09375,0.078125,0.140625,0,0,0
0.21,79,0.7660493827160494,0.3611111111111111,0.8110425240054869,0.140625,0.078125,0.078125,0,0,0
0.21,137,0.7601851851851852,0.16049382716049382,0.8268175582990398,0.140625,0.109375,0.15625,0,0,0
0.21,66,0.7901234567901234,0.19444444444444445,0.8563100137174211,0.125,0.140625,0.140625,0,0,0
0.21,96,0.7774691358024691,0.25308641975308643,0.8357338820301783,0.15625,0.015625,0.140625,0,0,0
0.21,56,0.7913580246913581,0.27469135802469136,0.8487654320987654,0.15625,0.125,0.09375,0,0,0
0.21,168,0.7435185185185185,0.2345679012345679,0.8000685871056241,0.140625,0.046875,0.078125,0,0,0
0.21,12,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
0.21,52,0.7509259259259259,0.24382716049382716,0.8072702331961591,0.09375,0.046875,0.15625,0,0,0
0.21,39,0.7978395061728395,0.2623456790123457,0.8573388203017832,0.1875,0.125,0.078125,0,0,0
0.21,120,0.9339506172839506,0.7777777777777778,0.9513031550068587,0.4375,1.0,1.0,0,1,1
0.21,129,0.7475308641975309,0.23765432098765432,0.8041838134430727,0.078125,0.15625,0.0625,0,0,0
0.21,105,0.8296296296296296,0.4567901234567901,0.8710562414266118,0.203125,0.125,0.28125,0,0,0
0.21,18,0.8203703703703704,0.3271604938271605,0.8751714677640604,0.171875,0.21875,0.109375,0,0,0
0.21,57,0.9459876543209876,0.8364197530864198,0.958161865569273,0.375,1.0,1.0,0,1,1
0.21,100,0.8030864197530864,0.36419753086419754,0.8518518518518519,0.1875,0.15625,0.125,0,0,0
0.23,53,0.9277777777777778,0.7870370370370371,0.9434156378600823,0.43548387096774194,1.0,1.0,0,1,1
0.23,172,0.7891975308641975,0.2932098765432099,0.8443072702331962,0.1774193548387097,0.12903225806451613,0.11290322580645161,0,0,0
0.23,152,0.7839506172839507,0.24691358024691357,0.8436213991769548,0.16129032258064516,0.16129032258064516,0.12903225806451613,0,0,0
