config,dataset,M,img_dim,sigma,target,initial_overlap,cleaned_overlap,exact,recon_corr_initial,recon_corr_cleaned
MNIST M=200 (baseline),mnist,200,784,0.5,144,0.4533333333333333,1.0,1,0.7148793897509519,0.9999999999996532
MNIST M=200 (baseline),mnist,200,784,0.5,71,0.32666666666666666,0.20666666666666667,0,0.6488568609436322,0.17504096135101244
MNIST M=200 (baseline),mnist,200,784,0.5,178,0.3333333333333333,0.17333333333333334,0,0.7079011902825766,0.1426531284652248
MNIST M=200 (baseline),mnist,200,784,0.6,169,0.35333333333333333,1.0,1,0.7691693494937525,0.9999999999998078
MNIST M=200 (baseline),mnist,200,784,0.6,194,0.28,0.23333333333333334,0,0.42627084750633853,0.3558681028928828
MNIST M=200 (baseline),mnist,200,784,0.6,0,0.38666666666666666,1.0,1,0.5041575799335805,0.9999999999997998
MNIST M=200 (baseline),mnist,200,784,0.6,178,0.32,0.16666666666666666,0,0.584740026416505,0.2134890353533222
MNIST M=200 (baseline),mnist,200,784,0.6,74,0.36,0.25333333333333335,0,0.6154744029590323,0.09266673786051541
MNIST M=200 (baseline),mnist,200,784,0.6,27,0.24666666666666667,0.22,0,0.5851468815726366,0.12256392044718606
MNIST M=200 (baseline),mnist,200,784,0.6,195,0.3466666666666667,0.24,0,0.5632970106435605,0.06617962749827397
MNIST M=200 (baseline),mnist,200,784,0.6,90,0.32666666666666666,0.18,0,0.6252953505690388,0.17297220457204995
MNIST M=200 (baseline),mnist,200,784,0.6,148,0.3,0.15333333333333332,0,0.5748879651660724,0.3118605965228606
MNIST M=200 (baseline),mnist,200,784,0.6,135,0.31333333333333335,0.22666666666666666,0,0.6663748465306135,0.40639870221344093
MNIST M=200 (baseline),mnist,200,784,0.6,72,0.3466666666666667,0.21333333333333335,0,0.7010436393083731,0.27435819227733077
MNIST M=200 (baseline),mnist,200,784,0.6,70,0.31333333333333335,0.20666666666666667,0,0.6321906603574785,0.284030045737992
MNIST M=200 (baseline),mnist,200,784,0.6,120,0.2866666666666667,0.18666666666666668,0,0.54816067753759,0.34614482799911633
MNIST M=200 (baseline),mnist,200,784,0.6,169,0.2866666666666667,0.14,0,0.7492372670470918,0.36100196821775954
MNIST M=200 (baseline),mnist,200,784,0.6,161,0.30666666666666664,0.23333333333333334,0,0.6019463589345003,0.5994213285830162
MNIST M=200 (baseline),mnist,200,784,0.6,18,0.32666666666666666,0.19333333333333333,0,0.47341068207653725,0.05204764459360867
MNIST M=200 (baseline),mnist,200,784,0.6,156,0.24666666666666667,0.2,0,0.5601145400654799,0.1454181083189316
MNIST M=200 (baseline),mnist,200,784,0.6,44,0.31333333333333335,0.19333333333333333,0,0.570467010424743,0.013942673948819236
MNIST M=200 (baseline),mnist,200,784,0.6,33,0.32666666666666666,0.24,0,0.7456926839028467,0.2597863508724004
MNIST M=200 (baseline),mnist,200,784,0.6,63,0.30666666666666664,0.18666666666666668,0,0.4733096280626492,0.3131723575693735
MNIST M=200 (baseline),mnist,200,784,0.6,101,0.2866666666666667,0.17333333333333334,0,0.3960438389784782,0.15893994902931924
MNIST M=200 (baseline),mnist,200,784,0.6,5,0.32666666666666666,0.24,0,0.6637869089601215,0.307339185231271
MNIST M=200 (baseline),mnist,200,784,0.6,65,0.46,1.0,1,0.6724006886471621,0.9999999999995558
MNIST M=200 (baseline),mnist,200,784,0.6,16,0.3933333333333333,1.0,1,0.4699146633048259,0.9999999999995982
MNIST M=200 (baseline),mnist,200,784,0.6,193,0.31333333333333335,0.18666666666666668,0,0.575321382591664,0.5531220220149231
MNIST M=200 (baseline),mnist,200,784,0.6,198,0.44666666666666666,1.0,1,0.5414262435247973,0.9999999999994229
MNIST M=200 (baseline),mnist,200,784,0.6,104,0.44,1.0,1,0.63434189537115,0.9999999999998244
MNIST M=200 (baseline),mnist,200,784,0.6,164,0.30666666666666664,0.2,0,0.40513523396770634,0.15230968715455875
MNIST M=200 (baseline),mnist,200,784,0.6,172,0.2866666666666667,0.24,0,0.6064662802129651,0.20385269288065658
MNIST M=200 (baseline),mnist,200,784,0.6,109,0.19333333333333333,0.18,0,0.5514297016388559,0.34039616599949524
MNIST M=200 (baseline),mnist,200,784,0.6,185,0.3333333333333333,0.32666666666666666,0,0.6466978805997827,0.1885288309467794
MNIST M=200 (baseline),mnist,200,784,0.6,102,0.35333333333333333,0.24,0,0.6576175611545845,0.3300634225883163
MNIST M=200 (baseline),mnist,200,784,0.6,66,0.24,0.18666666666666668,0,0.5610404347924196,-0.08904199497235471
MNIST M=200 (baseline),mnist,200,784,0.6,95,0.19333333333333333,0.2,0,0.5669860886452056,0.5174345803550267
MNIST M=200 (baseline),mnist,200,784,0.6,138,0.31333333333333335,0.18666666666666668,0,0.6840325766119357,0.42248556223141776
MNIST M=200 (baseline),mnist,200,784,0.6,101,0.32,0.20666666666666667,0,0.4684301907750809,0.35515486868493945
MNIST M=200 (baseline),mnist,200,784,0.6,2,0.32666666666666666,0.24666666666666667,0,0.7467904890575077,0.3148270003861602
MNIST M=200 (baseline),mnist,200,784,0.6,103,0.28,0.22,0,0.583774563879546,0.07504332565666984
MNIST M=200 (baseline),mnist,200,784,0.6,142,0.35333333333333333,1.0,1,0.5437635303412339,0.9999999999997814
MNIST M=200 (baseline),mnist,200,784,0.6,186,0.47333333333333333,1.0,1,0.8056161928185123,0.9999999999997016
MNIST M=200 (baseline),mnist,200,784,0.8,141,0.3466666666666667,0.20666666666666667,0,0.728601572482676,0.44952116667608827
MNIST M=200 (baseline),mnist,200,784,0.8,12,0.34,0.22666666666666666,0,0.5611911668991235,0.35961965118064576
MNIST M=200 (baseline),mnist,200,784,0.8,73,0.2733333333333333,0.22666666666666666,0,0.5605862334754542,0.258935582571811
MNIST M=200 (baseline),mnist,200,784,0.8,147,0.29333333333333333,0.14666666666666667,0,0.557489608651628,0.22000040517233727
MNIST M=200 (baseline),mnist,200,784,0.8,84,0.2733333333333333,0.21333333333333335,0,0.3295442478245873,0.017691572598249918
MNIST M=200 (baseline),mnist,200,784,0.8,186,0.38666666666666666,1.0,1,0.6420186131321708,0.9999999999997016
MNIST M=200 (baseline),mnist,200,784,0.8,59,0.34,0.15333333333333332,0,0.6550112122318383,0.5328892269319206
MNIST M=200 (baseline),mnist,200,784,0.8,26,0.28,0.25333333333333335,0,0.3430814798912558,0.0411201193548958
MNIST M=200 (baseline),mnist,200,784,0.8,86,0.36,0.28,0,0.5922747349813394,0.33258076220192145
MNIST M=200 (baseline),mnist,200,784,0.8,149,0.3333333333333333,0.21333333333333335,0,0.5115923583500456,0.2352023464583076
MNIST M=200 (baseline),mnist,200,784,0.8,167,0.24666666666666667,0.22666666666666666,0,0.4051012411685705,0.22095541522041853
MNIST M=200 (baseline),mnist,200,784,0.8,102,0.36,0.18666666666666668,0,0.5451090014542278,0.3073815435098238
MNIST M=200 (baseline),mnist,200,784,0.8,133,0.2866666666666667,0.24,0,0.49211051773101366,0.25978633631481324
MNIST M=200 (baseline),mnist,200,784,0.8,126,0.2866666666666667,0.26,0,0.5096046461662147,0.411797195940576
MNIST M=200 (baseline),mnist,200,784,0.8,177,0.24,0.22,0,0.6205428818792608,0.33304125026172265
MNIST M=200 (baseline),mnist,200,784,0.8,28,0.2866666666666667,0.22666666666666666,0,0.43813081986148084,0.2339079725649662
MNIST M=200 (baseline),mnist,200,784,0.8,144,0.32,0.22,0,0.4106900455850741,0.19288239323856718
MNIST M=200 (baseline),mnist,200,784,0.8,197,0.31333333333333335,0.22666666666666666,0,0.6442690995930872,0.33089061256038227
MNIST M=200 (baseline),mnist,200,784,0.8,108,0.3333333333333333,0.22,0,0.4471500762045634,0.35288821154038724
MNIST M=200 (baseline),mnist,200,784,0.8,33,0.43333333333333335,1.0,1,0.4801818998282871,0.9999999999995361
MNIST M=200 (baseline),mnist,200,784,0.8,92,0.24,0.17333333333333334,0,0.4684218268234397,0.5266226941504851
MNIST M=200 (baseline),mnist,200,784,0.8,156,0.36,0.2733333333333333,0,0.4051013368831502,0.33299901372954893
MNIST M=200 (baseline),mnist,200,784,0.8,147,0.20666666666666667,0.21333333333333335,0,0.6337764616508373,0.4236886492473488
MNIST M=200 (baseline),mnist,200,784,0.8,43,0.37333333333333335,0.24,0,0.4765450073597826,0.23376449714328545
MNIST M=200 (baseline),mnist,200,784,0.8,113,0.29333333333333333,0.3,0,0.5916396707814725,0.23406097973322926
MNIST M=200 (baseline),mnist,200,784,0.8,108,0.28,0.24666666666666667,0,0.5427024314700877,0.2937113087428901
MNIST M=200 (baseline),mnist,200,784,0.8,56,0.32666666666666666,0.21333333333333335,0,0.34292525408394386,0.02506033445933773
MNIST M=200 (baseline),mnist,200,784,0.8,50,0.26,0.26,0,0.4432864593660575,0.3432243778944607
MNIST M=200 (baseline),mnist,200,784,0.8,27,0.2866666666666667,0.19333333333333333,0,0.4292867033512949,0.08965830441422049
MNIST M=200 (baseline),mnist,200,784,0.8,103,0.2866666666666667,0.24,0,0.6232166566949363,0.2169373946085349
MNIST M=200 (baseline),mnist,200,784,0.8,48,0.22,0.22,0,0.5289006657080806,0.4582084016943131
MNIST M=200 (baseline),mnist,200,784,0.8,131,0.22666666666666666,0.22666666666666666,0,0.2572168609452027,0.19690390727451312
MNIST M=200 (baseline),mnist,200,784,0.8,92,0.3,0.2,0,0.5230816457399614,0.38219405140578777
MNIST M=200 (baseline),mnist,200,784,0.8,155,0.22666666666666666,0.20666666666666667,0,0.6134224037924677,0.3972698072399484
MNIST M=200 (baseline),mnist,200,784,0.8,155,0.2,0.16666666666666666,0,0.7423737480615669,0.22788856905255575
MNIST M=200 (baseline),mnist,200,784,0.8,93,0.2866666666666667,0.2,0,0.5675264508881855,0.18264509147825186
MNIST M=200 (baseline),mnist,200,784,0.8,40,0.32666666666666666,0.15333333333333332,0,0.3167965203881824,0.24922005114569792
MNIST M=200 (baseline),mnist,200,784,0.8,83,0.36,0.22,0,0.6884387114891456,0.6080300583880611
MNIST M=200 (baseline),mnist,200,784,0.8,170,0.3,0.24,0,0.57196523263894,0.15036504861055225
MNIST M=200 (baseline),mnist,200,784,0.8,76,0.24666666666666667,0.16,0,0.48879772975280616,0.20465746435850604
MNIST M=200 (baseline),mnist,200,784,1.0,154,0.30666666666666664,0.22,0,0.527123044789275,0.593614123835801
MNIST M=200 (baseline),mnist,200,784,1.0,14,0.2866666666666667,0.14,0,0.4438521824637847,0.36022937277609607
MNIST M=200 (baseline),mnist,200,784,1.0,197,0.25333333333333335,0.22666666666666666,0,0.4163158055547187,0.33089061256038227
MNIST M=200 (baseline),mnist,200,784,1.0,38,0.31333333333333335,0.19333333333333333,0,0.5878875288677778,0.6626686737446518
MNIST M=200 (baseline),mnist,200,784,1.0,128,0.36666666666666664,0.26666666666666666,0,0.8012477505027858,0.5985528642922096
MNIST M=200 (baseline),mnist,200,784,1.0,59,0.35333333333333333,0.22,0,0.5998667029406681,0.3256964960821434
MNIST M=200 (baseline),mnist,200,784,1.0,29,0.2733333333333333,0.22666666666666666,0,0.4764316480854477,0.37331805793419
MNIST M=200 (baseline),mnist,200,784,1.0,48,0.22,0.24,0,0.42138375275070156,0.3358689857986463
MNIST M=200 (baseline),mnist,200,784,1.0,138,0.24,0.22,0,0.5183374557045162,0.3113050951407932
MNIST M=200 (baseline),mnist,200,784,1.0,167,0.2733333333333333,0.23333333333333334,0,0.40193593877907086,0.08644454101483552
MNIST M=200 (baseline),mnist,200,784,1.0,88,0.28,0.2866666666666667,0,0.48825255540747375,0.4130224462435197
MNIST M=200 (baseline),mnist,200,784,1.0,18,0.41333333333333333,1.0,1,0.40431843424752323,0.9999999999997524
MNIST M=200 (baseline),mnist,200,784,1.0,187,0.22666666666666666,0.18,0,0.6383270451644545,0.24910464665942383
MNIST M=200 (baseline),mnist,200,784,1.0,42,0.18,0.26,0,0.5011550778210669,0.09305033091201992
MNIST M=200 (baseline),mnist,200,784,1.0,23,0.26666666666666666,0.20666666666666667,0,0.49625283832563805,0.35129351100368644
MNIST M=200 (baseline),mnist,200,784,1.0,134,0.28,0.24666666666666667,0,0.4903260973846379,0.2728213314930777
MNIST M=200 (baseline),mnist,200,784,1.0,160,0.25333333333333335,0.23333333333333334,0,0.4361936023826719,0.33443200908141396
MNIST M=200 (baseline),mnist,200,784,1.0,101,0.24,0.2,0,0.44070880415021857,0.256007206970243
MNIST M=200 (baseline),mnist,200,784,1.0,93,0.2866666666666667,0.17333333333333334,0,0.35668711034759604,0.2569212109621237
MNIST M=200 (baseline),mnist,200,784,1.0,96,0.17333333333333334,0.20666666666666667,0,0.36824107954307966,0.26212663598317076
MNIST M=200 (baseline),mnist,200,784,1.0,106,0.30666666666666664,0.22,0,0.6148301176436551,0.29981983076947133
MNIST M=200 (baseline),mnist,200,784,1.0,102,0.26666666666666666,0.22666666666666666,0,0.48832202507757544,0.4250833615853232
MNIST M=200 (baseline),mnist,200,784,1.0,174,0.18666666666666668,0.16666666666666666,0,0.3650668460149612,-0.02185174956237712
MNIST M=200 (baseline),mnist,200,784,1.0,48,0.26666666666666666,0.19333333333333333,0,0.5807514922581981,0.2888090076100647
MNIST M=200 (baseline),mnist,200,784,1.0,158,0.21333333333333335,0.20666666666666667,0,0.38040989203626446,0.11996411848157935
MNIST M=200 (baseline),mnist,200,784,1.0,142,0.30666666666666664,0.23333333333333334,0,0.26797026113563754,0.14373686823204362
MNIST M=200 (baseline),mnist,200,784,1.0,167,0.30666666666666664,0.24,0,0.38575912083681,0.14154769082023852
MNIST M=200 (baseline),mnist,200,784,1.0,188,0.36666666666666664,1.0,1,0.6212650811326841,0.9999999999997674
MNIST M=200 (baseline),mnist,200,784,1.0,119,0.28,0.16,0,0.3199819092735048,0.021242673269846836
MNIST M=200 (baseline),mnist,200,784,1.0,137,0.28,0.23333333333333334,0,0.6030425638610565,0.28674446714950425
MNIST M=200 (baseline),mnist,200,784,1.0,150,0.24,0.25333333333333335,0,0.6394172959109129,0.4235023813757595
MNIST M=200 (baseline),mnist,200,784,1.0,161,0.26,0.23333333333333334,0,0.4834904563941249,0.4535381128972054
MNIST M=200 (baseline),mnist,200,784,1.0,21,0.36666666666666664,1.0,1,0.6282051556873085,0.9999999999997748
MNIST M=200 (baseline),mnist,200,784,1.0,7,0.30666666666666664,0.18666666666666668,0,0.5599792682355035,0.3009178215972688
MNIST M=200 (baseline),mnist,200,784,1.0,67,0.22,0.18666666666666668,0,0.5315545586229217,0.3305493270880472
MNIST M=200 (baseline),mnist,200,784,1.0,87,0.30666666666666664,0.22,0,0.5170253583491001,0.4568091195331466
MNIST M=200 (baseline),mnist,200,784,1.0,101,0.2866666666666667,0.24666666666666667,0,0.44796121285061585,0.08164571881228848
MNIST M=200 (baseline),mnist,200,784,1.0,184,0.24666666666666667,0.22666666666666666,0,0.5023552710725491,0.31686726010759414
MNIST M=200 (baseline),mnist,200,784,1.0,134,0.36666666666666664,0.21333333333333335,0,0.5543946253622517,0.2556724711666182
MNIST M=200 (baseline),mnist,200,784,1.0,34,0.28,0.20666666666666667,0,0.42316167043979214,0.32321494313656784
MNIST M=500 (capacity test),mnist,500,784,0.0,440,1.0,1.0,1,0.9999999999983685,0.9999999999983685
MNIST M=500 (capacity test),mnist,500,784,0.0,450,1.0,1.0,1,0.9999999999974757,0.9999999999974757
MNIST M=500 (capacity test),mnist,500,784,0.0,311,1.0,1.0,1,0.9999999999984982,0.9999999999984982
MNIST M=500 (capacity test),mnist,500,784,0.0,491,1.0,1.0,1,0.9999999999979572,0.9999999999979572
MNIST M=500 (capacity test),mnist,500,784,0.0,317,1.0,1.0,1,0.9999999999987564,0.9999999999987564
MNIST M=500 (capacity test),mnist,500,784,0.0,289,1.0,1.0,1,0.9999999999980278,0.9999999999980278
MNIST M=500 (capacity test),mnist,500,784,0.0,125,1.0,1.0,1,0.9999999999976588,0.9999999999976588
MNIST M=500 (capacity test),mnist,500,784,0.0,477,1.0,1.0,1,0.999999999998636,0.999999999998636
MNIST M=500 (capacity test),mnist,500,784,0.0,290,1.0,1.0,1,0.9999999999972056,0.9999999999972056
MNIST M=500 (capacity test),mnist,500,784,0.0,215,1.0,1.0,1,0.9999999999983942,0.9999999999983942
MNIST M=500 (capacity test),mnist,500,784,0.0,127,1.0,1.0,1,0.9999999999941149,0.9999999999941149
MNIST M=500 (capacity test),mnist,500,784,0.0,108,1.0,1.0,1,0.9999999999983051,0.9999999999983051
MNIST M=500 (capacity test),mnist,500,784,0.0,57,1.0,1.0,1,0.9999999999992802,0.9999999999992802
MNIST M=500 (capacity test),mnist,500,784,0.0,282,1.0,1.0,1,0.999999999997529,0.999999999997529
MNIST M=500 (capacity test),mnist,500,784,0.0,78,1.0,1.0,1,0.9999999999981478,0.9999999999981478
MNIST M=500 (capacity test),mnist,500,784,0.0,261,1.0,1.0,1,0.9999999999969693,0.9999999999969693
MNIST M=500 (capacity test),mnist,500,784,0.0,361,1.0,1.0,1,0.99999999999769,0.99999999999769
MNIST M=500 (capacity test),mnist,500,784,0.0,469,1.0,1.0,1,0.9999999999981036,0.9999999999981036
MNIST M=500 (capacity test),mnist,500,784,0.0,100,1.0,1.0,1,0.9999999999971365,0.9999999999971365
MNIST M=500 (capacity test),mnist,500,784,0.0,327,1.0,1.0,1,0.999999999997456,0.999999999997456
MNIST M=500 (capacity test),mnist,500,784,0.0,302,1.0,1.0,1,0.9999999999944882,0.9999999999944882
MNIST M=500 (capacity test),mnist,500,784,0.0,370,1.0,1.0,1,0.9999999999962986,0.9999999999962986
MNIST M=500 (capacity test),mnist,500,784,0.0,210,1.0,1.0,1,0.9999999999981742,0.9999999999981742
MNIST M=500 (capacity test),mnist,500,784,0.0,241,1.0,1.0,1,0.9999999999969766,0.9999999999969766
MNIST M=500 (capacity test),mnist,500,784,0.0,383,1.0,1.0,1,0.9999999999962559,0.9999999999962559
MNIST M=500 (capacity test),mnist,500,784,0.0,253,1.0,1.0,1,0.9999999999978926,0.9999999999978926
MNIST M=500 (capacity test),mnist,500,784,0.0,345,1.0,1.0,1,0.999999999996488,0.999999999996488
MNIST M=500 (capacity test),mnist,500,784,0.0,345,1.0,1.0,1,0.999999999996488,0.999999999996488
MNIST M=500 (capacity test),mnist,500,784,0.0,342,1.0,1.0,1,0.9999999999972666,0.9999999999972666
MNIST M=500 (capacity test),mnist,500,784,0.0,50,1.0,1.0,1,0.9999999999976981,0.9999999999976981
MNIST M=500 (capacity test),mnist,500,784,0.0,470,1.0,1.0,1,0.9999999999979361,0.9999999999979361
MNIST M=500 (capacity test),mnist,500,784,0.0,26,1.0,1.0,1,0.9999999999930035,0.9999999999930035
MNIST M=500 (capacity test),mnist,500,784,0.0,371,1.0,1.0,1,0.9999999999981682,0.9999999999981682
MNIST M=500 (capacity test),mnist,500,784,0.0,417,1.0,1.0,1,0.9999999999977679,0.9999999999977679
MNIST M=500 (capacity test),mnist,500,784,0.0,322,1.0,1.0,1,0.9999999999979168,0.9999999999979168
MNIST M=500 (capacity test),mnist,500,784,0.0,467,1.0,1.0,1,0.999999999996011,0.999999999996011
MNIST M=500 (capacity test),mnist,500,784,0.0,374,1.0,1.0,1,0.9999999999979622,0.9999999999979622
MNIST M=500 (capacity test),mnist,500,784,0.0,159,1.0,1.0,1,0.9999999999977975,0.9999999999977975
MNIST M=500 (capacity test),mnist,500,784,0.0,112,1.0,1.0,1,0.9999999999956128,0.9999999999956128
MNIST M=500 (capacity test),mnist,500,784,0.0,133,1.0,1.0,1,0.9999999999966966,0.9999999999966966
MNIST M=500 (capacity test),mnist,500,784,0.1,209,0.24,0.14666666666666667,0,0.3017856927272838,0.24593080309192072
MNIST M=500 (capacity test),mnist,500,784,0.1,485,0.28,0.21333333333333335,0,0.35027446810820967,0.3476617746733358
MNIST M=500 (capacity test),mnist,500,784,0.1,489,0.20666666666666667,0.16666666666666666,0,0.311188020084701,0.3161242679023317
MNIST M=500 (capacity test),mnist,500,784,0.1,442,0.20666666666666667,0.22,0,0.587541459876645,0.2892488705526637
MNIST M=500 (capacity test),mnist,500,784,0.1,222,0.24,0.24,0,0.4940848094629092,0.4482497648568927
MNIST M=500 (capacity test),mnist,500,784,0.1,200,0.3,0.20666666666666667,0,0.01245762511497374,0.16672521441615099
MNIST M=500 (capacity test),mnist,500,784,0.1,158,0.36666666666666664,1.0,1,0.4264864273033834,0.9999999999961934
MNIST M=500 (capacity test),mnist,500,784,0.1,194,0.16666666666666666,0.2,0,0.3395525084340133,0.2833168254647317
MNIST M=500 (capacity test),mnist,500,784,0.1,163,0.22,0.17333333333333334,0,0.0872493201330996,0.2019553542205365
MNIST M=500 (capacity test),mnist,500,784,0.1,339,0.29333333333333333,0.18,0,0.5092794756710679,0.32783184469051696
MNIST M=500 (capacity test),mnist,500,784,0.1,71,0.2866666666666667,0.17333333333333334,0,0.20645066387797367,0.23825300517864595
MNIST M=500 (capacity test),mnist,500,784,0.1,234,0.22,0.18666666666666668,0,0.502185755028744,0.10977014020375392
MNIST M=500 (capacity test),mnist,500,784,0.1,257,0.2733333333333333,0.21333333333333335,0,0.42591151600111354,0.1023459511943031
MNIST M=500 (capacity test),mnist,500,784,0.1,387,0.26,0.24,0,0.34920061366635574,0.3124727667638681
MNIST M=500 (capacity test),mnist,500,784,0.1,327,0.28,0.18666666666666668,0,0.29948868744167834,0.6701584505198429
MNIST M=500 (capacity test),mnist,500,784,0.1,228,0.3,0.2,0,0.41172097330206997,0.2641493347687969
MNIST M=500 (capacity test),mnist,500,784,0.1,60,0.29333333333333333,0.24,0,0.468494361511528,0.35737226228982205
MNIST M=500 (capacity test),mnist,500,784,0.1,98,0.22666666666666666,0.19333333333333333,0,0.40947225320377073,0.9425599786862341
MNIST M=500 (capacity test),mnist,500,784,0.1,332,0.22,0.16,0,0.32143670213923936,0.1395801658922627
MNIST M=500 (capacity test),mnist,500,784,0.1,217,0.26,0.2,0,0.33258543216223047,0.5376139229725263
MNIST M=500 (capacity test),mnist,500,784,0.1,183,0.22666666666666666,0.18,0,0.5575291675698715,0.4547396370164926
MNIST M=500 (capacity test),mnist,500,784,0.1,210,0.36666666666666664,1.0,1,0.4281908729701958,0.9999999999981742
MNIST M=500 (capacity test),mnist,500,784,0.1,420,0.28,0.24,0,0.45064109509737915,0.3509403210755252
MNIST M=500 (capacity test),mnist,500,784,0.1,340,0.28,0.22,0,0.491925444807784,0.3662995553952765
MNIST M=500 (capacity test),mnist,500,784,0.1,335,0.26,0.32,0,0.08743567082579637,0.08409223347860252
MNIST M=500 (capacity test),mnist,500,784,0.1,45,0.2866666666666667,0.25333333333333335,0,0.48850671504340215,0.4351246686711031
MNIST M=500 (capacity test),mnist,500,784,0.1,284,0.24666666666666667,0.21333333333333335,0,0.2991205687578383,0.3244127660179399
