config,dataset,M,img_dim,sigma,target,initial_overlap,cleaned_overlap,exact,recon_corr_initial,recon_corr_cleaned
MNIST M=800 (capacity test),mnist,800,784,0.6,179,0.19333333333333333,0.18666666666666668,0,0.07514336871839201,0.2358248065919811
MNIST M=800 (capacity test),mnist,800,784,0.6,135,0.24,0.20666666666666667,0,0.26034045848505183,0.09558287610416259
MNIST M=800 (capacity test),mnist,800,784,0.6,255,0.17333333333333334,0.22666666666666666,0,0.2959903267244374,0.4441935478005792
MNIST M=800 (capacity test),mnist,800,784,0.6,405,0.19333333333333333,0.22,0,0.18246040769982955,0.14181343839540733
MNIST M=800 (capacity test),mnist,800,784,0.6,23,0.15333333333333332,0.22,0,-0.00904732714137155,0.18799883511207385
MNIST M=800 (capacity test),mnist,800,784,0.6,260,0.17333333333333334,0.26666666666666666,0,0.42881721615594476,0.730953512227306
MNIST M=800 (capacity test),mnist,800,784,0.6,66,0.13333333333333333,0.21333333333333335,0,0.37361952755047567,0.23737835692491602
MNIST M=800 (capacity test),mnist,800,784,0.6,775,0.23333333333333334,0.22666666666666666,0,0.3383558060140167,0.3244927598780118
MNIST M=800 (capacity test),mnist,800,784,0.6,792,0.24666666666666667,0.2,0,0.23648852594993866,0.1098691515517868
MNIST M=800 (capacity test),mnist,800,784,0.6,418,0.13333333333333333,0.18666666666666668,0,0.04797018531080289,0.6353126267923151
MNIST M=800 (capacity test),mnist,800,784,0.6,658,0.18666666666666668,0.20666666666666667,0,0.2681061451761479,0.3086115132593238
MNIST M=800 (capacity test),mnist,800,784,0.6,690,0.14666666666666667,0.17333333333333334,0,0.008654413143089306,0.19480402162303542
MNIST M=800 (capacity test),mnist,800,784,0.6,439,0.21333333333333335,0.23333333333333334,0,0.30835854147039055,0.3142078888998616
MNIST M=800 (capacity test),mnist,800,784,0.6,741,0.18,0.2,0,0.21717492238720926,0.38219598743021
MNIST M=800 (capacity test),mnist,800,784,0.6,411,0.22666666666666666,0.25333333333333335,0,0.37609941869699115,0.626779641202709
MNIST M=800 (capacity test),mnist,800,784,0.6,266,0.17333333333333334,0.12,0,-0.04346171009345958,0.5342930948319607
MNIST M=800 (capacity test),mnist,800,784,0.6,382,0.08666666666666667,0.14666666666666667,0,0.14124257919015923,0.7437203371171325
MNIST M=800 (capacity test),mnist,800,784,0.6,555,0.21333333333333335,0.16666666666666666,0,0.2430207083913381,0.6751269893958778
MNIST M=800 (capacity test),mnist,800,784,0.6,404,0.20666666666666667,0.21333333333333335,0,0.25405782707628477,0.24207726303241853
MNIST M=800 (capacity test),mnist,800,784,0.6,9,0.18,0.23333333333333334,0,0.07369059486554393,0.2529726691101441
MNIST M=800 (capacity test),mnist,800,784,0.6,415,0.15333333333333332,0.21333333333333335,0,0.23088804083049486,0.030334952905349682
MNIST M=800 (capacity test),mnist,800,784,0.6,571,0.18666666666666668,0.28,0,0.23602031691033143,0.38248718697415274
MNIST M=800 (capacity test),mnist,800,784,0.6,747,0.22,0.20666666666666667,0,0.13030062649691115,0.3746702338076946
MNIST M=800 (capacity test),mnist,800,784,0.8,565,0.15333333333333332,0.17333333333333334,0,-0.31794442512288484,0.09362275497970539
MNIST M=800 (capacity test),mnist,800,784,0.8,51,0.12666666666666668,0.21333333333333335,0,0.21430066005412124,0.19280925776209912
MNIST M=800 (capacity test),mnist,800,784,0.8,295,0.17333333333333334,0.21333333333333335,0,-0.052236326120913626,0.2954872042182591
MNIST M=800 (capacity test),mnist,800,784,0.8,589,0.21333333333333335,0.24,0,0.4458078090587656,0.12204236649126522
MNIST M=800 (capacity test),mnist,800,784,0.8,336,0.2,0.22666666666666666,0,0.027361014071357468,-0.011971386752716367
MNIST M=800 (capacity test),mnist,800,784,0.8,744,0.13333333333333333,0.26666666666666666,0,0.22734542652192946,0.17064096311700705
MNIST M=800 (capacity test),mnist,800,784,0.8,236,0.2,0.24,0,0.12510168795772214,0.3358872716731943
MNIST M=800 (capacity test),mnist,800,784,0.8,104,0.2,0.22666666666666666,0,0.3922162992925985,0.3819242108515449
MNIST M=800 (capacity test),mnist,800,784,0.8,346,0.19333333333333333,0.18666666666666668,0,-0.16674789694514144,0.45257684788760993
MNIST M=800 (capacity test),mnist,800,784,0.8,596,0.24,0.13333333333333333,0,0.13893816629258152,0.26489764718195297
MNIST M=800 (capacity test),mnist,800,784,0.8,668,0.13333333333333333,0.18666666666666668,0,0.35604045515905985,0.2031507277833187
MNIST M=800 (capacity test),mnist,800,784,0.8,411,0.09333333333333334,0.2,0,0.016305420529098807,0.28177977746105626
MNIST M=800 (capacity test),mnist,800,784,0.8,534,0.15333333333333332,0.26,0,0.2995087044867698,0.1871332994142993
MNIST M=800 (capacity test),mnist,800,784,0.8,507,0.18666666666666668,0.16666666666666666,0,0.1126645806004495,0.3915063762777327
MNIST M=800 (capacity test),mnist,800,784,0.8,711,0.22666666666666666,0.2,0,0.22287595449885308,0.3963400138473016
MNIST M=800 (capacity test),mnist,800,784,0.8,113,0.18,0.25333333333333335,0,0.3644754427117536,0.43092456354339737
MNIST M=800 (capacity test),mnist,800,784,0.8,577,0.18,0.24666666666666667,0,0.0082179067492785,0.12972499563759846
MNIST M=800 (capacity test),mnist,800,784,0.8,788,0.17333333333333334,0.28,0,0.3055506777048054,0.3199036707261607
MNIST M=800 (capacity test),mnist,800,784,0.8,434,0.15333333333333332,0.17333333333333334,0,0.550806317493517,0.21378412389775478
MNIST M=800 (capacity test),mnist,800,784,0.8,135,0.26,0.22666666666666666,0,0.18829296037137674,0.10487655704116441
MNIST M=800 (capacity test),mnist,800,784,0.8,371,0.12,0.24,0,0.11408205837300658,0.309054459325591
MNIST M=800 (capacity test),mnist,800,784,0.8,626,0.19333333333333333,0.25333333333333335,0,0.47903047361563716,0.15514160267034977
MNIST M=800 (capacity test),mnist,800,784,0.8,588,0.22666666666666666,0.22666666666666666,0,0.2582087537724872,0.44168689093832
MNIST M=800 (capacity test),mnist,800,784,0.8,174,0.20666666666666667,0.22666666666666666,0,-0.009843017131393223,0.1410842573505895
MNIST M=800 (capacity test),mnist,800,784,0.8,452,0.15333333333333332,0.22666666666666666,0,-0.23147417939282927,0.25137941338493575
MNIST M=800 (capacity test),mnist,800,784,0.8,433,0.12,0.14666666666666667,0,0.1322810359848303,0.4331745220267206
MNIST M=800 (capacity test),mnist,800,784,0.8,225,0.1,0.21333333333333335,0,0.09360786734388966,0.30504332228315545
MNIST M=800 (capacity test),mnist,800,784,0.8,201,0.2,0.18666666666666668,0,0.09697411217342215,0.24371717442779803
MNIST M=800 (capacity test),mnist,800,784,0.8,111,0.23333333333333334,0.22666666666666666,0,0.163053213807604,0.32736920252713403
MNIST M=800 (capacity test),mnist,800,784,0.8,414,0.16666666666666666,0.21333333333333335,0,0.2993638046075215,0.11394971461148061
MNIST M=800 (capacity test),mnist,800,784,0.8,193,0.17333333333333334,0.16666666666666666,0,0.35480425466892307,0.5637060363864341
MNIST M=800 (capacity test),mnist,800,784,0.8,527,0.17333333333333334,0.15333333333333332,0,0.30781483042582275,0.307944752713358
MNIST M=800 (capacity test),mnist,800,784,0.8,371,0.18,0.16,0,0.20858013000571504,0.22857486143790132
MNIST M=800 (capacity test),mnist,800,784,0.8,623,0.17333333333333334,0.18666666666666668,0,0.4809037394493518,0.4959901533789443
MNIST M=800 (capacity test),mnist,800,784,0.8,620,0.21333333333333335,0.16,0,-0.05551456846822215,0.378710464095719
MNIST M=800 (capacity test),mnist,800,784,0.8,374,0.17333333333333334,0.15333333333333332,0,0.32948000865587423,0.20258143075514246
MNIST M=800 (capacity test),mnist,800,784,0.8,163,0.19333333333333333,0.21333333333333335,0,0.19943467330201703,0.2438983345712262
MNIST M=800 (capacity test),mnist,800,784,0.8,332,0.18666666666666668,0.22666666666666666,0,-0.0005064851703102094,0.18891748494702618
MNIST M=800 (capacity test),mnist,800,784,0.8,680,0.19333333333333333,0.26,0,0.2173002492757018,0.25169501401797195
MNIST M=800 (capacity test),mnist,800,784,0.8,304,0.18,0.22,0,0.11794870969126404,0.20935361389341678
MNIST M=800 (capacity test),mnist,800,784,1.0,619,0.18666666666666668,0.24,0,0.11677656850838077,0.41011683957866546
MNIST M=800 (capacity test),mnist,800,784,1.0,58,0.2,0.16666666666666666,0,0.3480760117151155,0.47547127418455504
MNIST M=800 (capacity test),mnist,800,784,1.0,791,0.16,0.2733333333333333,0,-0.04744669871701191,0.24895779216499206
MNIST M=800 (capacity test),mnist,800,784,1.0,153,0.16,0.17333333333333334,0,-0.025700628876383854,0.3096694672758547
MNIST M=800 (capacity test),mnist,800,784,1.0,513,0.18,0.24666666666666667,0,-0.04922612980575038,0.1143435797714453
MNIST M=800 (capacity test),mnist,800,784,1.0,236,0.20666666666666667,0.18,0,0.03567278717206112,0.26475785909782373
MNIST M=800 (capacity test),mnist,800,784,1.0,118,0.14666666666666667,0.26666666666666666,0,0.38016268239799544,0.20757744282866966
MNIST M=800 (capacity test),mnist,800,784,1.0,194,0.16666666666666666,0.21333333333333335,0,0.26236891843888566,0.34296210675210187
MNIST M=800 (capacity test),mnist,800,784,1.0,555,0.16666666666666666,0.16666666666666666,0,0.4283867117710233,0.6751269893958778
MNIST M=800 (capacity test),mnist,800,784,1.0,669,0.24,0.23333333333333334,0,0.32171125589076727,0.21790347076542094
MNIST M=800 (capacity test),mnist,800,784,1.0,355,0.17333333333333334,0.19333333333333333,0,0.20245649116535275,0.4697573689680954
MNIST M=800 (capacity test),mnist,800,784,1.0,75,0.18,0.16,0,0.295641700429522,0.5539322476191645
MNIST M=800 (capacity test),mnist,800,784,1.0,750,0.18,0.2,0,-0.15490823144289342,0.25709796944559055
MNIST M=800 (capacity test),mnist,800,784,1.0,169,0.2,0.22666666666666666,0,0.09278944674260287,0.428253689957419
MNIST M=800 (capacity test),mnist,800,784,1.0,94,0.23333333333333334,0.14,0,0.1505844594539227,0.4087341094428424
MNIST M=800 (capacity test),mnist,800,784,1.0,537,0.16666666666666666,0.2733333333333333,0,0.15533546314748667,0.3857233851304047
MNIST M=800 (capacity test),mnist,800,784,1.0,640,0.14666666666666667,0.19333333333333333,0,0.11828439464156498,0.4042457480742793
MNIST M=800 (capacity test),mnist,800,784,1.0,406,0.14666666666666667,0.2,0,-0.18530163947123643,0.42470714074144744
MNIST M=800 (capacity test),mnist,800,784,1.0,373,0.18,0.21333333333333335,0,0.4858696661793193,0.29702354730413516
MNIST M=800 (capacity test),mnist,800,784,1.0,386,0.16666666666666666,0.18,0,-0.0937672073618429,0.1872909045763258
MNIST M=800 (capacity test),mnist,800,784,1.0,424,0.22666666666666666,0.25333333333333335,0,0.06934017866433803,0.2284121312511377
MNIST M=800 (capacity test),mnist,800,784,1.0,409,0.21333333333333335,0.28,0,-0.0067134964298577815,0.47177191909930327
MNIST M=800 (capacity test),mnist,800,784,1.0,698,0.16666666666666666,0.21333333333333335,0,-0.03918028418628135,0.20669926371584652
MNIST M=800 (capacity test),mnist,800,784,1.0,194,0.15333333333333332,0.20666666666666667,0,0.2679725317886932,0.19340513127526188
MNIST M=800 (capacity test),mnist,800,784,1.0,632,0.12,0.20666666666666667,0,0.1451390502759649,0.09728134507654795
MNIST M=800 (capacity test),mnist,800,784,1.0,570,0.20666666666666667,0.26,0,-0.1553166517640564,0.0726187671782227
MNIST M=800 (capacity test),mnist,800,784,1.0,668,0.15333333333333332,0.22666666666666666,0,0.3305818055621078,0.4602741963496296
MNIST M=800 (capacity test),mnist,800,784,1.0,755,0.17333333333333334,0.16,0,0.3635277520563715,0.18699919226276365
MNIST M=800 (capacity test),mnist,800,784,1.0,476,0.15333333333333332,0.2,0,-0.0018322924111333796,0.41471374015169626
MNIST M=800 (capacity test),mnist,800,784,1.0,551,0.18666666666666668,0.23333333333333334,0,0.02418205559142222,0.17547620516651466
MNIST M=800 (capacity test),mnist,800,784,1.0,603,0.20666666666666667,0.19333333333333333,0,0.3151286630974787,0.23762566221034462
MNIST M=800 (capacity test),mnist,800,784,1.0,644,0.2,0.20666666666666667,0,0.19643757583622692,0.11245466933709623
MNIST M=800 (capacity test),mnist,800,784,1.0,84,0.15333333333333332,0.18,0,-0.05101675980229037,0.49962045614642625
MNIST M=800 (capacity test),mnist,800,784,1.0,29,0.16666666666666666,0.20666666666666667,0,0.19095190524589462,0.30528117386940995
MNIST M=800 (capacity test),mnist,800,784,1.0,271,0.19333333333333333,0.22666666666666666,0,-0.06033742609422479,0.29862156432476233
MNIST M=800 (capacity test),mnist,800,784,1.0,348,0.24666666666666667,0.22,0,0.12230770398536525,0.1880042847112861
MNIST M=800 (capacity test),mnist,800,784,1.0,407,0.14666666666666667,0.21333333333333335,0,0.09834055036153308,0.31990927456301255
MNIST M=800 (capacity test),mnist,800,784,1.0,738,0.10666666666666667,0.25333333333333335,0,0.2579901137655638,0.4258794639023159
MNIST M=800 (capacity test),mnist,800,784,1.0,539,0.10666666666666667,0.2,0,0.14992373261399264,-0.2235533952730452
MNIST M=800 (capacity test),mnist,800,784,1.0,137,0.16,0.16666666666666666,0,0.26627371620662066,0.11916851719796803
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,176,1.0,1.0,1,0.9999999999996988,0.9999999999996988
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,180,1.0,1.0,1,0.999999999999896,0.999999999999896
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,124,1.0,1.0,1,0.9999999999993945,0.9999999999993945
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,196,1.0,1.0,1,0.9999999999998842,0.9999999999998842
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,126,1.0,1.0,1,0.9999999999996737,0.9999999999996737
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,115,1.0,1.0,1,0.9999999999995287,0.9999999999995287
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,50,1.0,1.0,1,0.9999999999998259,0.9999999999998259
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,191,1.0,1.0,1,0.9999999999992972,0.9999999999992972
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,116,1.0,1.0,1,0.999999999999679,0.999999999999679
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,86,1.0,1.0,1,0.9999999999991485,0.9999999999991485
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,50,1.0,1.0,1,0.9999999999998259,0.9999999999998259
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,43,1.0,1.0,1,0.9999999999990241,0.9999999999990241
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,22,1.0,1.0,1,0.9999999999985866,0.9999999999985866
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,112,1.0,1.0,1,0.9999999999997903,0.9999999999997903
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,31,1.0,1.0,1,0.9999999999998094,0.9999999999998094
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,104,1.0,1.0,1,0.9999999999997231,0.9999999999997231
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,144,1.0,1.0,1,0.9999999999990625,0.9999999999990625
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,187,1.0,1.0,1,0.9999999999989995,0.9999999999989995
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,40,1.0,1.0,1,0.9999999999986782,0.9999999999986782
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,131,1.0,1.0,1,0.9999999999997485,0.9999999999997485
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,120,1.0,1.0,1,0.9999999999996072,0.9999999999996072
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,148,1.0,1.0,1,0.9999999999992497,0.9999999999992497
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,84,1.0,1.0,1,0.9999999999998191,0.9999999999998191
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,96,1.0,1.0,1,0.9999999999998882,0.9999999999998882
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,153,1.0,1.0,1,0.9999999999998529,0.9999999999998529
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,101,1.0,1.0,1,0.9999999999992989,0.9999999999992989
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,138,1.0,1.0,1,0.9999999999997219,0.9999999999997219
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,138,1.0,1.0,1,0.9999999999997219,0.9999999999997219
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,137,1.0,1.0,1,0.9999999999999303,0.9999999999999303
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,20,1.0,1.0,1,0.9999999999992109,0.9999999999992109
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,188,1.0,1.0,1,0.9999999999997324,0.9999999999997324
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,10,1.0,1.0,1,0.9999999999991942,0.9999999999991942
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,148,1.0,1.0,1,0.9999999999992497,0.9999999999992497
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,166,1.0,1.0,1,0.999999999999745,0.999999999999745
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,128,1.0,1.0,1,0.9999999999998193,0.9999999999998193
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,187,1.0,1.0,1,0.9999999999989995,0.9999999999989995
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,149,1.0,1.0,1,0.9999999999998888,0.9999999999998888
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,63,1.0,1.0,1,0.9999999999988392,0.9999999999988392
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,44,1.0,1.0,1,0.9999999999995164,0.9999999999995164
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.0,53,1.0,1.0,1,0.9999999999996955,0.9999999999996955
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,83,0.9333333333333333,1.0,1,0.9826469415351308,0.9999999999998118
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,194,0.96,1.0,1,0.9912796435537523,0.9999999999997421
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,195,0.9866666666666667,1.0,1,0.9964839368706198,0.9999999999990471
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,177,0.98,1.0,1,0.9968783010483525,0.999999999999855
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,89,0.94,1.0,1,0.9896826887807656,0.999999999999775
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,80,0.9533333333333334,1.0,1,0.9902998544795987,0.9999999999994796
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,63,0.9133333333333333,1.0,1,0.9029544805210143,0.9999999999988392
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,77,0.9666666666666667,1.0,1,0.9915203079852736,0.999999999999683
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,65,0.9066666666666666,1.0,1,0.9859324355366909,0.9999999999997929
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,135,0.9733333333333334,1.0,1,0.9922690234982393,0.9999999999994554
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,28,0.9266666666666666,1.0,1,0.9790515504581452,0.9999999999996902
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,93,0.9133333333333333,1.0,1,0.9798264865674936,0.99999999999985
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,103,0.96,1.0,1,0.9959933167271259,0.9999999999995788
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,154,0.9133333333333333,1.0,1,0.9886202573751719,0.9999999999996735
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,130,0.9866666666666667,1.0,1,0.9976678547838218,0.9999999999998029
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,91,0.9733333333333334,1.0,1,0.9944737046376897,0.9999999999995406
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,24,1.0,1.0,1,0.9999999999997201,0.9999999999997201
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,39,0.96,1.0,1,0.9879071969958323,0.9999999999995639
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,133,0.9666666666666667,1.0,1,0.9929827644974165,0.9999999999998435
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,86,0.9866666666666667,1.0,1,0.979175172189044,0.9999999999991485
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,73,0.9733333333333334,1.0,1,0.9954972893055591,0.9999999999998274
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,84,0.96,1.0,1,0.9937721531022649,0.9999999999998191
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,168,0.9933333333333333,1.0,1,0.997970860576455,0.9999999999995222
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,136,0.9866666666666667,1.0,1,0.994621293095894,0.999999999999826
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,134,0.9733333333333334,1.0,1,0.9916667572712943,0.9999999999996952
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,18,0.9733333333333334,1.0,1,0.995361457972319,0.9999999999997928
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,113,0.9733333333333334,1.0,1,0.9953918499023997,0.9999999999997738
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,62,0.9866666666666667,1.0,1,0.9942128409743265,0.9999999999996322
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,17,0.9933333333333333,1.0,1,0.9969215558125797,0.9999999999990098
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,140,0.9466666666666667,1.0,1,0.9946583409462904,0.9999999999998571
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,2,0.9333333333333333,1.0,1,0.9127258406007679,0.9999999999960859
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,57,0.96,1.0,1,0.9909991606199765,0.9999999999996046
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,27,0.92,1.0,1,0.9910328363316604,0.9999999999998945
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,81,0.9666666666666667,1.0,1,0.996439088662996,0.9999999999997633
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,59,0.98,1.0,1,0.9975092501823017,0.999999999999782
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,39,0.9733333333333334,1.0,1,0.9898354515874802,0.9999999999995639
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,132,0.9466666666666667,1.0,1,0.9755470740139539,0.9999999999990549
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,164,0.9866666666666667,1.0,1,0.9957814319195429,0.9999999999997113
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,127,0.9333333333333333,1.0,1,0.9901771030361762,0.9999999999998036
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.1,125,0.94,1.0,1,0.9807109954817941,0.9999999999996126
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,177,0.8533333333333334,1.0,1,0.9801356214282647,0.999999999999855
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,192,0.7333333333333333,1.0,1,0.9599121587701371,0.9999999999997757
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,184,0.8666666666666667,1.0,1,0.9847923933461141,0.9999999999998476
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,59,0.8133333333333334,1.0,1,0.9513465719387681,0.999999999999782
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,107,0.8066666666666666,1.0,1,0.958964357291394,0.9999999999998359
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,154,0.6733333333333333,1.0,1,0.9115826765855136,0.9999999999996735
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,182,0.7266666666666667,1.0,1,0.8904881833553387,0.9999999999996737
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,24,0.8133333333333334,1.0,1,0.9650586842553935,0.9999999999997201
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,174,0.7266666666666667,1.0,1,0.9232906577582269,0.9999999999996795
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,45,0.7933333333333333,1.0,1,0.974641615397318,0.9999999999999212
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,42,0.8,1.0,1,0.9691262068888896,0.999999999999871
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,56,0.74,1.0,1,0.9016185470599342,0.9999999999995691
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,107,0.7133333333333334,1.0,1,0.9722940385865739,0.9999999999998359
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,70,0.7466666666666667,1.0,1,0.8437696422767118,0.9999999999971216
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,7,0.6666666666666666,1.0,1,0.9380996595699782,0.9999999999998568
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,96,0.76,1.0,1,0.961208721051901,0.9999999999998882
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,1,0.7133333333333334,1.0,1,0.9348865128736726,0.999999999999809
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,158,0.82,1.0,1,0.877881196175494,0.999999999998479
"Fashion-MNIST M=200 (diff. dataset, same dims)",fashion_mnist,200,784,0.2,153,0.7666666666666667,1.0,1,0.9652184822156216,0.9999999999998529
